ID,Sex,Age,HiQual,Work,MarStat,NumAdult,NumChild,Accom,Tenure,NumRooms,TVSet,Cable,Comp,HmIntnet,SleepHours,EmploymentHours,ComputingHours,ReadingHours,TVVideoHours,RadioMusicHours,Degree
15786,Female,57,"Degree level qualification incl. foundation degrees, graduat",Retired,Divorced/Separated,1,0,House or bungalow,Owner,15,Yes,No,Yes,Yes,8,0,2.5,0,3.5,0,University Degree
15788,Female,68,cse,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.5,0,0,0,4.5,0,No University Degree
15790,Male,68,cse,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.833333333,0,0,0,3.333333333,0,No University Degree
15792,Female,30,Diploma in higher education,Not in empl.,Married/Partnership/Cohabiting,2,1,House or bungalow,Renter (Public),4,Yes,No,Yes,Yes,7.833333333,0,0,0,3.166666667,0,No University Degree
15794,Female,42,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,11,0,0.5,0,1.833333333,0.166666667,University Degree
15796,Male,46,Leaving certificate (Republic of Ireland),Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.833333333,0,0,0,3,0,No University Degree
15798,Female,83,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,1,0,Flat or maisonette,Owner,3,Yes,No,Yes,Yes,8,0,0.5,1.5,0,0,University Degree
15800,Male,41,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),5,Yes,Yes,Yes,Yes,8.5,0,0,0,2.166666667,0,University Degree
15802,Female,37,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),5,Yes,Yes,Yes,Yes,6,0,0,0,1.5,0,University Degree
15804,Female,79,Nursing or other medical qualification not yet mentioned,Retired,Widowed,1,0,Flat or maisonette,Owner,6,Yes,Yes,Yes,Yes,7.5,0,0,0.666666667,1.166666667,0,No University Degree
15806,Female,71,O level or equivalent,Retired,Divorced/Separated,3,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,9.333333333,0,1,1,1.666666667,0,No University Degree
15808,Female,35,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,0,House or bungalow,Owner,6,Yes,No,Yes,Yes,9,0,1.333333333,0.5,4.666666667,0,University Degree
15810,Female,77,O level or equivalent,Retired,Widowed,1,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,7,0,0.833333333,0.833333333,5.166666667,0,No University Degree
15812,Male,93,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.833333333,0,0.166666667,1.166666667,1.5,0,University Degree
15814,Female,93,Welsh Baccalaureate,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.833333333,0,0.333333333,0,3.666666667,0,No University Degree
15816,Female,33,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,1,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,10.66666667,0,0,0,2,0,University Degree
15818,Male,33,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,9.333333333,0,0,0,2,0,University Degree
15820,Female,54,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),5,Yes,No,Yes,Yes,5.333333333,0,0.666666667,1.5,1.833333333,0,University Degree
15822,Male,50,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),5,Yes,No,Yes,Yes,5.666666667,9,0.166666667,1.166666667,2,0,University Degree
15824,Female,42,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,8,Yes,No,Yes,Yes,7.833333333,0,0,0,0,0,University Degree
15826,Male,36,Diploma in higher education,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,8,Yes,No,Yes,Yes,8,9.166666667,0,0,0.833333333,0,No University Degree
15828,Female,74,None of the above,Retired,Widowed,2,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,9.666666667,0,0.5,3.166666667,2.333333333,0,No University Degree
15830,Male,45,None of the above,Employed,"Single, never married",2,0,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,7.666666667,11.33333333,0,0,3.166666667,0,No University Degree
15832,Female,76,None of the above,Retired,"Single, never married",1,0,House or bungalow,Owner,5,Yes,No,No,No,8.166666667,0,0,0.166666667,4.333333333,0,No University Degree
15834,Male,24,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",1,0,House or bungalow,Living Rent Free,4,Yes,No,Yes,No,8.666666667,6.5,0,0,1,0,University Degree
15836,Male,72,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,2.166666667,0,0,2.333333333,3.166666667,0.833333333,University Degree
15838,Female,69,Teaching qualification (excluding PGCE),Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,8.5,0,0,1.666666667,1.166666667,0,No University Degree
15840,Female,53,GCSE/Vocational GCSE,Employed,Widowed,1,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,9.333333333,0,0,1,1.666666667,0,No University Degree
15842,Female,52, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,11.33333333,0,1.666666667,2.833333333,0.833333333,0,No University Degree
15844,Male,50,cse,Employed,Married/Partnership/Cohabiting,3,2,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,6.333333333,0,1.5,0.5,4.166666667,0,No University Degree
15852,Male,96,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,No,No,No,7.833333333,0,0,1.333333333,1.666666667,0,University Degree
15854,Male,43,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,5,Yes,No,Yes,Yes,6.666666667,0,3,0,5.5,0,No University Degree
15856,Female,44,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,5,Yes,No,Yes,Yes,7,7.666666667,0.666666667,0,3.166666667,0,No University Degree
15862,Male,84,Item not applicable,NA,NA,2,3,House or bungalow,Owner,5,Yes,No,Yes,Yes,11.16666667,0,0,0,0.666666667,0.5,No University Degree
15864,Female,81,O level or equivalent,Retired,Divorced/Separated,1,0,Flat or maisonette,Owner,3,Yes,No,Yes,Yes,8.166666667,0,0,0.5,1.166666667,0,No University Degree
15866,Male,43,GCSE/Vocational GCSE,Employed,Divorced/Separated,2,1,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8.333333333,5.833333333,0.166666667,0,1.833333333,0,No University Degree
15872,Female,39,GCSE/Vocational GCSE,Employed,"Single, never married",2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.5,0,0,0,0,0,No University Degree
15874,Male,42,GCSE/Vocational GCSE,Employed,"Single, never married",2,2,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.5,0,0,0,2.333333333,0,No University Degree
15880,Female,42,AS level or equivalent,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,4.333333333,11,0.5,0,1,0,No University Degree
15882,Male,43,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,4,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,6.166666667,8.833333333,0,0,0,0,No University Degree
15884,Male,69,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,6.666666667,0,0,0,7.833333333,0,University Degree
15886,Female,68,Other higher education qualification below degree level,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,6.5,0,0.833333333,0.166666667,1.833333333,0,No University Degree
15888,Female,45,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,7.333333333,7,0.333333333,0.833333333,1,0,University Degree
15890,Male,50,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.5,6.833333333,0,0,0.666666667,0,University Degree
15894,Female,45,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6.5,9.166666667,0,0,3.166666667,0,No University Degree
15896,Male,53,City and Guilds,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,6.5,0,0,0,2.333333333,0,No University Degree
15898,Female,84,Item not applicable,NA,NA,2,2,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,7.333333333,0,0,0,1.666666667,0,No University Degree
15900,Female,19, A level/GCE in Applied Subjects or equivalent,Disabled,"Single, never married",1,0,House or bungalow,Living Rent Free,4,Yes,Yes,Yes,Yes,10.5,0,0,0,6.5,0,No University Degree
15902,Female,64,NVQ / SVQ,Employed,Divorced/Separated,3,1,House or bungalow,Owner,4,Yes,Yes,Yes,Yes,7.666666667,0,0.666666667,0,4.666666667,0,No University Degree
15910,Female,61,O level or equivalent,Employed,Divorced/Separated,1,0,House or bungalow,Renter (Public),3,Yes,No,No,No,11,0,0,2.166666667,4,0,No University Degree
15912,Female,70,RSA/OCR,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,10,Yes,No,Yes,Yes,8.833333333,0,0,2.833333333,3.833333333,0,No University Degree
15914,Male,75,HNC / HND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,10,Yes,No,Yes,Yes,9,0,0,0.5,3.833333333,0,No University Degree
15916,Female,47,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,3,0,House or bungalow,Renter (Public),5,Yes,Yes,Yes,Yes,13.33333333,0,1,2.666666667,3.666666667,0,University Degree
15918,Male,52,cse,Unemployed,Married/Partnership/Cohabiting,3,0,House or bungalow,Renter (Public),5,Yes,Yes,Yes,Yes,8,0,0.166666667,0,11.83333333,0,No University Degree
15920,Male,21,BTEC/BEC/TEC/EdExcel/LQL,Employed,"Single, never married",3,0,House or bungalow,Renter (Public),5,Yes,Yes,Yes,Yes,8.166666667,0,6,0,8,0,No University Degree
15922,Female,19,International Baccalaureate,Student,"Single, never married",7,0,House or bungalow,Renter (Private),8,No,No,Yes,Yes,12,0,0,0,0,0,No University Degree
15924,Female,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",7,0,House or bungalow,Renter (Private),8,No,No,Yes,Yes,12.66666667,0,1,0,0,0,No University Degree
15926,Male,20, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",7,0,House or bungalow,Renter (Private),8,No,No,Yes,Yes,9,0,0,0,2,0,No University Degree
15928,Male,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",7,0,House or bungalow,Renter (Private),8,No,No,Yes,Yes,11.16666667,0,0,0,8.333333333,0,No University Degree
15930,Female,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",7,0,House or bungalow,Renter (Private),8,No,No,Yes,Yes,9.666666667,0,0,0,0,0,No University Degree
15934,Female,46,None of the above,Not in empl.,Married/Partnership/Cohabiting,2,1,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,9.666666667,0,2,0,7.166666667,0,No University Degree
15936,Male,47,O level or equivalent,Unemployed,Married/Partnership/Cohabiting,2,1,House or bungalow,Renter (Public),4,Yes,Yes,Yes,Yes,9.666666667,0,0,0,11.33333333,0,No University Degree
15940,Male,23,"Degree level qualification incl. foundation degrees, graduat",Student,"Single, never married",4,0,House or bungalow,Renter (Private),5,No,No,Yes,Yes,10,9,0,0,0.166666667,0,University Degree
15942,Male,74,None of the above,Retired,Divorced/Separated,1,0,House or bungalow,Renter (Public),2,Yes,No,No,No,8,0,0,0,6.666666667,0,No University Degree
15944,Male,26,"Degree level qualification incl. foundation degrees, graduat",Student,"Single, never married",5,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.166666667,0,0.833333333,0,0.5,0,University Degree
15946,Female,25,"Degree level qualification incl. foundation degrees, graduat",Student,"Single, never married",5,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.166666667,0,0,0,0,0,University Degree
15948,Female,30,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,5,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,7,8,0,0,0,0,University Degree
15950,Male,30,"Degree level qualification incl. foundation degrees, graduat",Student,Married/Partnership/Cohabiting,5,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.5,10.5,0,0,1,0,University Degree
15952,Female,21,International Baccalaureate,Student,"Single, never married",6,0,House or bungalow,Renter (Private),7,Yes,No,Yes,Yes,10.33333333,0,1.666666667,0,0.666666667,0,No University Degree
15954,Male,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",6,0,House or bungalow,Renter (Private),7,Yes,No,Yes,Yes,9.5,0,0,0,0,0,No University Degree
15956,Female,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",6,0,House or bungalow,Renter (Private),7,Yes,No,Yes,Yes,11.5,0,1.166666667,2.666666667,1.333333333,0,No University Degree
15958,Male,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",6,0,House or bungalow,Renter (Private),7,Yes,No,Yes,Yes,9.5,0,0.833333333,0,1,0,No University Degree
15960,Female,19, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",6,0,House or bungalow,Renter (Private),7,Yes,No,Yes,Yes,10,0,1.5,0.833333333,0,0,No University Degree
15962,Male,21, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",5,0,House or bungalow,Renter (Private),5,No,No,Yes,No,7.5,0,0,0,1,0,No University Degree
15964,Female,22, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",5,0,House or bungalow,Renter (Private),5,No,No,Yes,No,8.833333333,0,0,0,1.5,0,No University Degree
15966,Female,20, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",5,0,House or bungalow,Renter (Private),5,No,No,Yes,No,10,0,0,0,2,0,No University Degree
15968,Male,22, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",5,0,House or bungalow,Renter (Private),5,No,No,Yes,No,12,0,3,2,1,0,No University Degree
15970,Female,20, A level/GCE in Applied Subjects or equivalent,Student,"Single, never married",5,0,House or bungalow,Renter (Private),5,No,No,Yes,No,8.5,0,0.5,0,0,0,No University Degree
15972,Male,65,ONC / OND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.166666667,0,1.333333333,0.666666667,5.5,0,No University Degree
15974,Female,61,NVQ / SVQ,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7,0,0,0,5.666666667,0,No University Degree
15976,Male,53,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,8,4.666666667,0,0,2.166666667,0,University Degree
15978,Female,50,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9,8,0,0,2.333333333,0,University Degree
15980,Female,85,Don t know,Retired,Widowed,3,0,House or bungalow,Owner,7,Yes,Yes,Yes,Yes,9,0,0,0.333333333,4.833333333,0,No University Degree
15982,Female,53,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,1,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,9.833333333,0,1.333333333,0,5.5,0,University Degree
15984,Female,55,Item not applicable,Employed,NA,3,1,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,10,0,3.5,0,5.166666667,0,No University Degree
15986,Female,95,Item not applicable,NA,NA,3,1,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,10,0,0,0,3.666666667,0,No University Degree
15988,Male,21,"Degree level qualification incl. foundation degrees, graduat",Student,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Renter (Private),3,Yes,No,Yes,Yes,7.5,0,0,0,5.5,0,University Degree
15990,Female,22,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Renter (Private),3,Yes,No,Yes,Yes,7.833333333,0,0,0,3.833333333,0,University Degree
15992,Female,57,Other higher education qualification below degree level,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,8,Yes,Yes,Yes,Yes,4.166666667,0.166666667,0,0,0,0,No University Degree
15994,Female,66,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,8,0,1,0.833333333,0.5,0,University Degree
15996,Male,72,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.833333333,2.666666667,0.666666667,0.833333333,1.333333333,0.5,University Degree
15998,Male,34, A level/GCE in Applied Subjects or equivalent,Unemployed,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,9.333333333,3.833333333,0,0,0,0,No University Degree
16000,Female,25,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Owner,3,Yes,Yes,Yes,Yes,10.66666667,3,0,0.833333333,2,0,University Degree
16002,Male,26,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,Flat or maisonette,Owner,3,Yes,Yes,Yes,Yes,9.666666667,0,0.666666667,0,3.333333333,0,University Degree
16004,Male,36,"Degree level qualification incl. foundation degrees, graduat",Unemployed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,No,No,Yes,Yes,2.166666667,1.833333333,1.333333333,0,0,0,University Degree
16006,Female,36,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,7,No,No,Yes,Yes,7.5,8.833333333,0,0.5,0.833333333,0,University Degree
16008,Female,68,Diploma in higher education,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,9.5,0,0,0.5,2.666666667,0,No University Degree
16010,Male,69,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,7.333333333,7.5,0,0,0,0,University Degree
16012,Male,42, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",1,0,Flat or maisonette,Renter (Private),3,Yes,Yes,Yes,No,9.5,12.5,0,0.5,0,0,No University Degree
16014,Male,74,ONC / OND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8,0,0,0.333333333,0.333333333,0,No University Degree
16016,Female,67,ONC / OND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,3.333333333,0,2.833333333,1.166666667,4.666666667,0,No University Degree
16018,Female,49,NVQ / SVQ,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,8.166666667,0.166666667,2.333333333,0,0,0,No University Degree
16020,Male,41,BTEC/BEC/TEC/EdExcel/LQL,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Public),3,Yes,Yes,Yes,Yes,8,0,0,0,0,1.333333333,No University Degree
16022,Female,36,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,8,0,0,0.333333333,2.666666667,1.833333333,University Degree
16024,Male,42, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,7.5,8.166666667,0,0,3.666666667,0,No University Degree
16026,Female,95,Item not applicable,NA,NA,2,2,House or bungalow,Owner,3,Yes,Yes,Yes,Yes,9.666666667,0.333333333,0,0,1.5,0,No University Degree
16028,Female,31,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,10.5,0,0,0.666666667,2.333333333,0,University Degree
16030,Male,31,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8.333333333,0,0,0,2.666666667,0,University Degree
16032,Female,49,"Degree level qualification incl. foundation degrees, graduat",Not in empl.,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),5,Yes,Yes,Yes,Yes,9,0,0,0,0,0,University Degree
16034,Male,48,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),5,Yes,Yes,Yes,Yes,10,10.33333333,0,0,0,0,University Degree
16040,Male,36,Teaching qualification (excluding PGCE),Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,6.166666667,7.333333333,0.333333333,0,1.833333333,0,No University Degree
16042,Female,35,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,2,House or bungalow,Renter (Private),3,Yes,Yes,Yes,Yes,11.66666667,0,0,0,4.666666667,0,University Degree
16044,Female,76,"Degree level qualification incl. foundation degrees, graduat",Retired,Widowed,1,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,5.833333333,0,0,1.166666667,2.333333333,0,University Degree
16046,Female,72,Any other professional/vocational/foreign qualifications,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,9.166666667,0,0,0,1.333333333,0,No University Degree
16048,Male,72,"Degree level qualification incl. foundation degrees, graduat",Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.166666667,0,1.166666667,0,2.333333333,0,University Degree
16050,Female,31, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.833333333,6.833333333,0,0,0,0,No University Degree
16052,Male,52,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.5,1.666666667,0,0,0,0,No University Degree
16054,Female,59,Other higher education qualification below degree level,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,13,Yes,Yes,Yes,Yes,11,0,0,0,5.5,0,No University Degree
16056,Male,59,Other higher education qualification below degree level,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,13,Yes,Yes,Yes,Yes,7,0,0,0,7.166666667,0,No University Degree
16058,Male,60,Any other professional/vocational/foreign qualifications,Employed,"Single, never married",1,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,4,10,0,0,1,0,No University Degree
16060,Female,48,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.666666667,0,1,0.666666667,0,0,University Degree
16062,Male,47,"Degree level qualification incl. foundation degrees, graduat",Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,10.83333333,0,2.166666667,2,1.333333333,0,University Degree
16064,Female,60,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,9.5,0.166666667,0,0,4.666666667,0,No University Degree
16066,Male,67,ONC / OND,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,7,Yes,No,Yes,Yes,8.666666667,0,0.333333333,0.5,6.666666667,0,No University Degree
16068,Female,81,cse,Retired,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8,0,0,1,3.5,0,No University Degree
16070,Male,83,None of the above,Retired,Married/Partnership/Cohabiting,3,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,8.5,0,0,1.666666667,7.333333333,0.333333333,No University Degree
16072,Female,63,Nursing or other medical qualification not yet mentioned,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,8,2.166666667,0.5,1.833333333,3,0,No University Degree
16074,Male,61, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,5,Yes,Yes,Yes,Yes,6,8.5,0.166666667,0,2.333333333,0,No University Degree
16076,Female,41,GCSE/Vocational GCSE,Employed,Married/Partnership/Cohabiting,2,3,House or bungalow,Owner,11,Yes,No,Yes,Yes,5.166666667,1.5,0,0,0,0,No University Degree
16078,Female,42,GCSE/Vocational GCSE,Employed,Divorced/Separated,4,0,House or bungalow,Owner,5,Yes,No,Yes,Yes,5.666666667,6,0,0,4,0,No University Degree
16080,Female,54, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.666666667,7.666666667,0,0,3.5,0,No University Degree
16082,Male,66,Don't know,Employed,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.666666667,11,0,0,2.333333333,0,No University Degree
16084,Female,47,Any other professional/vocational/foreign qualifications,Employed,Married/Partnership/Cohabiting,2,1,House or bungalow,Owner,7,Yes,No,Yes,Yes,7.833333333,0,0,0,5.333333333,0,No University Degree
16086,Female,85,None of the above,Retired,Widowed,1,0,House or bungalow,Owner,4,Yes,No,No,No,6.666666667,0,0,0.166666667,1.333333333,0,No University Degree
16088,Male,83,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,7.333333333,0,1,0,4.666666667,3,No University Degree
16090,Female,80,None of the above,Retired,Married/Partnership/Cohabiting,2,0,House or bungalow,Owner,3,Yes,No,Yes,Yes,9.333333333,0,0,1.666666667,2.333333333,0,No University Degree
16092,Male,31,"Degree level qualification incl. foundation degrees, graduat",Employed,"Single, never married",3,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,7.833333333,0,0,0,3.833333333,0,University Degree
16094,Female,20, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",3,0,House or bungalow,Renter (Private),4,Yes,Yes,Yes,Yes,8.333333333,0,0,0,1.333333333,0,No University Degree
16096,Female,47, A level/GCE in Applied Subjects or equivalent,Employed,Married/Partnership/Cohabiting,3,1,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,7.833333333,6,0,0,3.5,0,No University Degree
16098,Male,43,Diploma in higher education,Employed,Married/Partnership/Cohabiting,3,1,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,6.333333333,8.166666667,0,0,4,0,No University Degree
16100,Male,20, A level/GCE in Applied Subjects or equivalent,Employed,"Single, never married",3,1,House or bungalow,Owner,6,Yes,Yes,Yes,Yes,4.666666667,7.666666667,0,0,3.166666667,0,No University Degree
